77,Processo 1,12/02/2023 02:01:03,12/02/2023 02:01:03,0:00:00,Concluído,Teradata
78,Processo 1,12/02/2023 02:01:04,12/02/2023 02:01:04,0:00:00,Concluído,Teradata
79,Processo 1,12/02/2023 02:01:04,12/02/2023 02:01:04,0:00:00,Concluído,Teradata
80,Processo 1,12/02/2023 02:01:05,12/02/2023 02:01:05,0:00:00,Concluído,Teradata
81,Processo 1,12/02/2023 02:01:05,12/02/2023 02:01:05,0:00:00,Concluído,Teradata
82,Processo 1,12/02/2023 02:01:05,12/02/2023 02:01:05,0:00:00,Concluído,Teradata
83,Processo 1,12/02/2023 02:01:05,12/02/2023 02:01:06,0:00:00,Concluído,Teradata
84,Processo 1,12/02/2023 02:01:06,12/02/2023 02:01:06,0:00:00,Concluído,Teradata
85,Processo 1,12/02/2023 02:01:06,12/02/2023 02:01:06,0:00:00,Concluído,Teradata
86,Processo 1,12/02/2023 02:01:06,12/02/2023 02:01:06,0:00:00,Concluído,Teradata
87,Processo 1,12/02/2023 02:01:07,12/02/2023 02:01:07,0:00:00,Concluído,Teradata
88,Processo 1,12/02/2023 02:01:07,12/02/2023 02:01:07,0:00:00,Concluído,Teradata
89,Processo 1,12/02/2023 02:01:07,12/02/2023 02:01:08,0:00:00,Concluído,Teradata
90,Processo 1,12/02/2023 02:01:08,12/02/2023 02:01:08,0:00:00,Concluído,Teradata
91,Processo 1,12/02/2023 02:01:08,12/02/2023 02:01:08,0:00:00,Concluído,Teradata
92,Processo 1,12/02/2023 02:01:09,12/02/2023 02:01:09,0:00:00,Concluído,Teradata
93,Processo 1,12/02/2023 02:01:09,12/02/2023 02:01:09,0:00:00,Concluído,Teradata
94,Processo 1,12/02/2023 02:01:09,12/02/2023 02:01:09,0:00:00,Concluído,Teradata
95,Processo 1,12/02/2023 02:01:10,12/02/2023 02:01:10,0:00:00,Concluído,Teradata
96,Processo 1,12/02/2023 02:01:10,12/02/2023 02:01:10,0:00:00,Concluído,Teradata
97,Processo 1,12/02/2023 02:01:10,12/02/2023 02:01:10,0:00:00,Concluído,Teradata
98,Processo 1,12/02/2023 02:01:10,12/02/2023 02:01:10,0:00:00,Concluído,Teradata
99,Processo 1,12/02/2023 02:01:11,12/02/2023 02:01:11,0:00:00,Concluído,Teradata
100,Processo 1,12/02/2023 02:01:11,12/02/2023 02:01:11,0:00:00,Concluído,Teradata
101,Processo 1,12/02/2023 02:01:11,12/02/2023 02:01:11,0:00:00,Concluído,Teradata
102,Processo 1,12/02/2023 02:01:11,12/02/2023 02:01:12,0:00:00,Concluído,Teradata
103,Processo 1,12/02/2023 02:01:12,12/02/2023 02:01:12,0:00:00,Concluído,Teradata
104,Processo 1,12/02/2023 02:01:12,12/02/2023 02:01:12,0:00:00,Concluído,Teradata
105,Processo 1,12/02/2023 02:01:12,12/02/2023 02:01:12,0:00:00,Concluído,Teradata
106,Processo 1,12/02/2023 02:01:12,12/02/2023 02:01:13,0:00:00,Concluído,Teradata
107,Processo 1,12/02/2023 02:01:13,12/02/2023 02:01:13,0:00:00,Concluído,Teradata
108,Processo 1,12/02/2023 02:01:13,12/02/2023 02:01:13,0:00:00,Concluído,Teradata
109,Processo 1,12/02/2023 02:01:13,12/02/2023 02:01:13,0:00:00,Concluído,Teradata
110,Processo 1,12/02/2023 02:01:13,12/02/2023 02:01:13,0:00:00,Concluído,Teradata
111,Processo 1,12/02/2023 02:01:14,12/02/2023 02:01:14,0:00:00,Concluído,Teradata
112,Processo 1,12/02/2023 02:01:14,12/02/2023 02:01:14,0:00:00,Concluído,Teradata
113,Processo 1,12/02/2023 02:01:14,12/02/2023 02:01:14,0:00:00,Concluído,Teradata
114,Processo 1,12/02/2023 02:01:15,12/02/2023 02:01:15,0:00:00,Concluído,Teradata
115,Processo 1,12/02/2023 02:01:15,12/02/2023 02:01:15,0:00:00,Concluído,Teradata
116,Processo 1,12/02/2023 02:01:15,12/02/2023 02:01:15,0:00:00,Concluído,Teradata
117,Processo 1,12/02/2023 02:01:15,12/02/2023 02:01:15,0:00:00,Concluído,Teradata
118,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
119,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
120,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
121,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
122,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
123,Processo 1,12/02/2023 02:01:16,12/02/2023 02:01:16,0:00:00,Concluído,Teradata
124,Processo 1,12/02/2023 02:01:17,12/02/2023 02:01:17,0:00:00,Concluído,Teradata
125,Processo 1,12/02/2023 02:01:17,12/02/2023 02:01:17,0:00:00,Concluído,Teradata
126,Processo 1,12/02/2023 02:01:17,12/02/2023 02:01:17,0:00:00,Concluído,Teradata
127,Processo 1,12/02/2023 02:01:17,12/02/2023 02:01:17,0:00:00,Concluído,Teradata
128,Processo 1,12/02/2023 02:01:17,12/02/2023 02:01:17,0:00:00,Concluído,Teradata
129,Processo 1,12/02/2023 02:01:18,12/02/2023 02:01:18,0:00:00,Concluído,Teradata
130,Processo 1,12/02/2023 02:01:18,12/02/2023 02:01:18,0:00:00,Concluído,Teradata
131,Processo 1,12/02/2023 02:01:18,12/02/2023 02:01:18,0:00:00,Concluído,Teradata
132,Processo 1,12/02/2023 02:01:18,12/02/2023 02:01:18,0:00:00,Concluído,Teradata
133,Processo 1,12/02/2023 02:01:18,12/02/2023 02:01:18,0:00:00,Concluído,Teradata
134,Processo 1,12/02/2023 02:01:19,12/02/2023 02:01:19,0:00:00,Concluído,Teradata
135,Processo 1,12/02/2023 02:01:19,12/02/2023 02:01:19,0:00:00,Concluído,Teradata
136,Processo 1,12/02/2023 02:01:19,12/02/2023 02:01:19,0:00:00,Concluído,Teradata
137,Processo 1,12/02/2023 02:01:19,12/02/2023 02:01:19,0:00:00,Concluído,Teradata
138,Processo 1,12/02/2023 02:01:20,12/02/2023 02:01:20,0:00:00,Concluído,Teradata
139,Processo 1,12/02/2023 02:01:20,12/02/2023 02:01:20,0:00:00,Concluído,Teradata
140,Processo 1,12/02/2023 02:01:20,12/02/2023 02:01:20,0:00:00,Concluído,Teradata
141,Processo 1,12/02/2023 02:01:20,12/02/2023 02:01:20,0:00:00,Concluído,Teradata
142,Processo 1,12/02/2023 02:01:20,12/02/2023 02:01:20,0:00:00,Concluído,Teradata
143,Processo 1,12/02/2023 02:01:21,12/02/2023 02:01:21,0:00:00,Concluído,Teradata
144,Processo 1,12/02/2023 02:01:21,12/02/2023 02:01:21,0:00:00,Concluído,Teradata
145,Processo 1,12/02/2023 02:01:21,12/02/2023 02:01:21,0:00:00,Concluído,Teradata
146,Processo 1,12/02/2023 02:01:21,12/02/2023 02:01:21,0:00:00,Concluído,Teradata
147,Processo 1,12/02/2023 02:01:22,12/02/2023 02:01:22,0:00:00,Concluído,Teradata
148,Processo 1,12/02/2023 02:01:22,12/02/2023 02:01:22,0:00:00,Concluído,Teradata
149,Processo 1,12/02/2023 02:01:22,12/02/2023 02:01:22,0:00:00,Concluído,Teradata
150,Processo 1,12/02/2023 02:01:22,12/02/2023 02:01:22,0:00:00,Concluído,Teradata
151,Processo 1,12/02/2023 02:01:23,12/02/2023 02:01:23,0:00:00,Concluído,Teradata
152,Processo 1,12/02/2023 02:01:23,12/02/2023 02:01:23,0:00:00,Concluído,Teradata
153,Processo 1,12/02/2023 02:01:23,12/02/2023 02:01:23,0:00:00,Concluído,Teradata
154,Processo 1,12/02/2023 02:01:23,12/02/2023 02:01:23,0:00:00,Concluído,Teradata
155,Processo 1,12/02/2023 02:01:24,12/02/2023 02:01:24,0:00:00,Concluído,Teradata
156,Processo 1,12/02/2023 02:01:24,12/02/2023 02:01:24,0:00:00,Concluído,Teradata
157,Processo 1,12/02/2023 02:01:24,12/02/2023 02:01:24,0:00:00,Concluído,Teradata
158,Processo 1,12/02/2023 02:01:25,12/02/2023 02:01:25,0:00:00,Concluído,Teradata
159,Processo 1,12/02/2023 02:01:25,12/02/2023 02:01:25,0:00:00,Concluído,Teradata
160,Processo 1,12/02/2023 02:01:25,12/02/2023 02:01:25,0:00:00,Concluído,Teradata
161,Processo 1,12/02/2023 02:01:28,12/02/2023 02:01:28,0:00:00,Concluído,Teradata
162,Processo 1,12/02/2023 02:01:28,12/02/2023 02:01:28,0:00:00,Concluído,Teradata
163,Processo 1,12/02/2023 02:01:28,12/02/2023 02:01:28,0:00:00,Concluído,Teradata
164,Processo 1,12/02/2023 02:01:29,12/02/2023 02:01:29,0:00:00,Concluído,Teradata
165,Processo 1,12/02/2023 02:01:29,12/02/2023 02:01:29,0:00:00,Concluído,Teradata
166,Processo 1,12/02/2023 02:01:29,12/02/2023 02:01:29,0:00:00,Concluído,Teradata
167,Processo 1,12/02/2023 02:01:30,12/02/2023 02:01:30,0:00:00,Concluído,Teradata
168,Processo 1,12/02/2023 02:01:30,12/02/2023 02:01:30,0:00:00,Concluído,Teradata
169,Processo 1,12/02/2023 02:01:31,12/02/2023 02:01:31,0:00:00,Concluído,Teradata
170,Processo 1,12/02/2023 02:01:31,12/02/2023 02:01:31,0:00:00,Concluído,Teradata
171,Processo 1,12/02/2023 02:01:31,12/02/2023 02:01:31,0:00:00,Concluído,Teradata
172,Processo 1,12/02/2023 02:01:32,12/02/2023 02:01:32,0:00:00,Concluído,Teradata
173,Processo 1,12/02/2023 02:01:32,12/02/2023 02:01:32,0:00:00,Concluído,Teradata
174,Processo 1,12/02/2023 02:01:33,12/02/2023 02:01:33,0:00:00,Concluído,Teradata
175,Processo 1,12/02/2023 02:01:33,12/02/2023 02:01:33,0:00:00,Concluído,Teradata
176,Processo 1,12/02/2023 02:01:33,12/02/2023 02:01:33,0:00:00,Concluído,Teradata
177,Processo 1,12/02/2023 02:01:34,12/02/2023 02:01:34,0:00:00,Concluído,Teradata
178,Processo 1,12/02/2023 02:01:34,12/02/2023 02:01:34,0:00:00,Concluído,Teradata
179,Processo 1,12/02/2023 02:01:34,12/02/2023 02:01:34,0:00:00,Concluído,Teradata
180,Processo 1,12/02/2023 02:01:34,12/02/2023 02:01:34,0:00:00,Concluído,Teradata
181,Processo 1,12/02/2023 02:01:35,12/02/2023 02:01:35,0:00:00,Concluído,Teradata
182,Processo 1,12/02/2023 02:01:35,12/02/2023 02:01:35,0:00:00,Concluído,Teradata
183,Processo 1,12/02/2023 02:01:35,12/02/2023 02:01:35,0:00:00,Concluído,Teradata
184,Processo 1,12/02/2023 02:01:35,12/02/2023 02:01:35,0:00:00,Concluído,Teradata
185,Processo 1,12/02/2023 02:01:36,12/02/2023 02:01:36,0:00:00,Concluído,Teradata
186,Processo 1,12/02/2023 02:01:36,12/02/2023 02:01:36,0:00:00,Concluído,Teradata
187,Processo 1,12/02/2023 02:01:36,12/02/2023 02:01:36,0:00:00,Concluído,Teradata
188,Processo 1,12/02/2023 02:01:36,12/02/2023 02:01:36,0:00:00,Concluído,Teradata
189,Processo 1,12/02/2023 02:01:36,12/02/2023 02:01:36,0:00:00,Concluído,Teradata
190,Processo 1,12/02/2023 02:01:37,12/02/2023 02:01:37,0:00:00,Concluído,Teradata
191,Processo 1,12/02/2023 02:01:37,12/02/2023 02:01:37,0:00:00,Concluído,Teradata
192,Processo 1,12/02/2023 02:01:37,12/02/2023 02:01:37,0:00:00,Concluído,Teradata
193,Processo 1,12/02/2023 02:01:37,12/02/2023 02:01:37,0:00:00,Concluído,Teradata
194,Processo 1,12/02/2023 02:01:38,12/02/2023 02:01:38,0:00:00,Concluído,Teradata
195,Processo 1,12/02/2023 02:01:38,12/02/2023 02:01:38,0:00:00,Concluído,Teradata
196,Processo 1,12/02/2023 02:01:38,12/02/2023 02:01:38,0:00:00,Concluído,Teradata
197,Processo 1,12/02/2023 02:01:38,12/02/2023 02:01:38,0:00:00,Concluído,Teradata
198,Processo 1,12/02/2023 02:01:39,12/02/2023 02:01:39,0:00:00,Concluído,Teradata
199,Processo 1,12/02/2023 02:01:39,12/02/2023 02:01:39,0:00:00,Concluído,Teradata
200,Processo 1,12/02/2023 02:01:39,12/02/2023 02:01:39,0:00:00,Concluído,Teradata
201,Processo 1,12/02/2023 02:01:39,12/02/2023 02:01:39,0:00:00,Concluído,Teradata
202,Processo 1,12/02/2023 02:01:39,12/02/2023 02:01:39,0:00:00,Concluído,Teradata
